Loaded /home/acb11711tx/lzq/ExpEval/exe_res/ucf101_r2p1d_blur_ig_full_test.pt
v_FloorGymnastics_g07_c03: 0.8546138377860188
v_FloorGymnastics_g07_c04: 0.7171187836211175
v_FloorGymnastics_g07_c05: 0.7137740952894092
v_FloorGymnastics_g07_c06: 0.781270343111828
v_FloorGymnastics_g07_c07: 0.8075606583151966
v_GolfSwing_g01_c01: 0.7671076312835794
v_GolfSwing_g01_c02: 0.7787622364412528
v_GolfSwing_g01_c03: 0.7021257581363898
v_GolfSwing_g01_c04: 0.7246675970673095
v_GolfSwing_g01_c05: 0.7968172009277623
v_GolfSwing_g01_c06: 0.7641741663392168
v_GolfSwing_g02_c01: 0.7505341595679056
v_GolfSwing_g02_c02: 0.28976485642488115
v_GolfSwing_g02_c03: 0.30776442188653164
v_GolfSwing_g02_c04: 0.4016121849126648
v_GolfSwing_g03_c01: 0.30929500071215443
v_GolfSwing_g03_c02: 0.3008198076568078
v_GolfSwing_g03_c03: 0.3438842289324384
v_GolfSwing_g03_c04: 0.39026825802284293
v_GolfSwing_g03_c05: 0.3459197589836549
v_GolfSwing_g03_c06: 0.418177916406421
v_GolfSwing_g03_c07: 0.3814147493976634
v_GolfSwing_g04_c01: 0.557233151019318
v_GolfSwing_g04_c02: 0.48717907347599976
v_GolfSwing_g04_c03: 0.656806919228984
v_GolfSwing_g04_c04: 0.6197933749936055
v_GolfSwing_g04_c05: 0.5800549264240544
v_GolfSwing_g04_c06: 0.6622116823855322
v_GolfSwing_g05_c01: 0.5093405239458662
v_GolfSwing_g05_c02: 0.5569269964180421
v_GolfSwing_g05_c03: 0.698264275182737
v_GolfSwing_g05_c04: 0.6766949379525613
v_GolfSwing_g05_c05: 0.6014893178071361
v_GolfSwing_g05_c06: 0.40671261862735264
v_GolfSwing_g05_c07: 0.3485349551483523
v_GolfSwing_g06_c01: 0.015101006720215082
v_GolfSwing_g06_c02: 0.31368355962331407
v_GolfSwing_g06_c03: 0.5932069995615166
v_GolfSwing_g06_c04: 0.30755704079638235
v_GolfSwing_g07_c01: 0.44090072039398365
v_GolfSwing_g07_c02: 0.6310046126309317
v_GolfSwing_g07_c03: 0.6952466533693951
v_GolfSwing_g07_c04: 0.46586660665343516
v_GolfSwing_g07_c05: 0.4689147735189181
v_HorseRiding_g01_c01: 0.7807452421911876
v_HorseRiding_g01_c02: 0.7874097886306117
v_HorseRiding_g01_c03: 0.8304464145840029
v_HorseRiding_g01_c04: 0.8972396533281426
v_HorseRiding_g01_c05: 0.8194028052312206
v_HorseRiding_g01_c06: 0.7972645856716554
v_HorseRiding_g01_c07: 0.8170474599392037
v_HorseRiding_g02_c01: 0.7177910743557732
v_HorseRiding_g02_c02: 0.8974567369368742
v_HorseRiding_g02_c03: 0.9269770990867983
v_HorseRiding_g02_c04: 0.7877192766682128
v_HorseRiding_g02_c05: 0.6665103362684022
v_HorseRiding_g02_c06: 0.7349636880026083
v_HorseRiding_g02_c07: 0.6418690461941878
v_HorseRiding_g03_c01: 0.7819043762792717
v_HorseRiding_g03_c02: 0.7954349156279932
v_HorseRiding_g03_c03: 0.768696794686548
v_HorseRiding_g03_c04: 0.8306670465317438
v_HorseRiding_g03_c05: 0.944478715005971
v_HorseRiding_g03_c06: 0.8807656096105347
v_HorseRiding_g03_c07: 0.8197672862370382
v_HorseRiding_g04_c01: 0.741775969909213
v_HorseRiding_g04_c02: 0.8234169913266669
v_HorseRiding_g04_c03: 0.7956876134776394
v_HorseRiding_g04_c04: 0.7756010661178152
v_HorseRiding_g04_c05: 0.6925940585133503
v_HorseRiding_g04_c06: 0.7965013607681612
v_HorseRiding_g04_c07: 0.8582920007684152
v_HorseRiding_g05_c01: 0.8526280475125532
v_HorseRiding_g05_c02: 0.924687844402797
v_HorseRiding_g05_c03: 0.8912998460509698
v_HorseRiding_g05_c04: 0.8534569807161461
v_HorseRiding_g05_c05: 0.8225266059671412
v_HorseRiding_g05_c06: 0.8682695938550751
v_HorseRiding_g05_c07: 0.804453021781228
v_HorseRiding_g06_c01: 0.8313445590247284
v_HorseRiding_g06_c02: 0.8557395526950131
v_HorseRiding_g06_c03: 0.8895839361284743
v_HorseRiding_g06_c04: 0.7893295774047147
v_HorseRiding_g06_c05: 0.8981077479475061
v_HorseRiding_g06_c06: 0.860923107880808
v_HorseRiding_g06_c07: 0.8576874168866198
v_HorseRiding_g07_c01: 0.6609019203388016
v_HorseRiding_g07_c02: 0.6737505934943329
v_HorseRiding_g07_c03: 0.6951031621356378
v_HorseRiding_g07_c04: 0.7272821526785265
v_HorseRiding_g07_c05: 0.8091963736151229
v_HorseRiding_g07_c06: 0.8161624920830945
v_HorseRiding_g07_c07: 0.7824319386199932
v_IceDancing_g01_c01: 0.5105454565928085
v_IceDancing_g01_c02: 0.4766849093575729
v_IceDancing_g01_c03: 0.517189609396155
v_IceDancing_g01_c04: 0.5803751019266201
v_IceDancing_g01_c05: 0.5832378981140209
v_IceDancing_g01_c06: 0.4970725428283913
v_IceDancing_g01_c07: 0.4998510983277811
v_IceDancing_g02_c01: 0.6693118124239845
v_IceDancing_g02_c02: 0.537690514975111
v_IceDancing_g02_c03: 0.5208540801395429
v_IceDancing_g02_c04: 0.657359837598051
v_IceDancing_g02_c05: 0.5659010850795312
v_IceDancing_g02_c06: 0.6009331469394965
v_IceDancing_g02_c07: 0.4847957534220768
v_IceDancing_g03_c01: 0.46873541692912113
v_IceDancing_g03_c02: 0.6635267704696162
v_IceDancing_g03_c03: 0.6411650618974818
v_IceDancing_g03_c04: 0.5566787971620215
v_IceDancing_g03_c05: 0.688915893479134
v_IceDancing_g03_c06: 0.6704621944081737
v_IceDancing_g04_c01: 0.536872627955745
v_IceDancing_g04_c02: 0.5774081505805952
v_IceDancing_g04_c03: 0.625486444492708
v_IceDancing_g04_c04: 0.5624234120332403
v_IceDancing_g04_c05: 0.05175440647872165
v_IceDancing_g04_c06: 0.5708300923433853
v_IceDancing_g04_c07: 0.6207503823534353
v_IceDancing_g05_c01: 0.6500496056833072
v_IceDancing_g05_c02: 0.4134873359435005
v_IceDancing_g05_c03: 0.5658614184212638
v_IceDancing_g05_c04: 0.5642066372529371
v_IceDancing_g05_c05: 0.6869261670362903
v_IceDancing_g05_c06: 0.6484050467115594
v_IceDancing_g06_c01: 0.6795163876813604
v_IceDancing_g06_c02: 0.5466272356425179
v_IceDancing_g06_c03: 0.6663633350253804
v_IceDancing_g06_c04: 0.6639483944018139
v_IceDancing_g06_c05: 0.5468444368307246
v_IceDancing_g06_c06: 0.4090990289550973
