Loaded /home/acb11711tx/lzq/ExpEval/exe_res/ucf101_r2p1d_score_cam_full_test.pt
v_GolfSwing_g01_c05: 0.824569958000211
v_GolfSwing_g01_c06: 0.8792104154999834
v_GolfSwing_g02_c01: 0.890693051245762
v_GolfSwing_g02_c02: 0.5438095675490331
v_GolfSwing_g02_c03: 0.677204916923074
v_GolfSwing_g02_c04: 0.7227690741128754
v_GolfSwing_g03_c01: 0.574781062285183
v_GolfSwing_g03_c02: 0.6375501090369653
v_GolfSwing_g03_c03: 0.6575235419149976
v_GolfSwing_g03_c04: 0.5268839515920263
v_GolfSwing_g03_c05: 0.7048286804638337
v_GolfSwing_g03_c06: 0.6466267544019502
v_GolfSwing_g03_c07: 0.5787086269992869
v_GolfSwing_g04_c01: 0.8643208108551335
v_GolfSwing_g04_c02: 0.850188913726015
v_GolfSwing_g04_c03: 0.8586907717108261
v_GolfSwing_g04_c04: 0.8367240028164815
v_GolfSwing_g04_c05: 0.8471212263393681
v_GolfSwing_g04_c06: 0.8239590783778112
v_GolfSwing_g05_c01: 0.5546628229494672
v_GolfSwing_g05_c02: 0.6460871407471132
v_GolfSwing_g05_c03: 0.8352558952465188
v_GolfSwing_g05_c04: 0.7587385857186746
v_GolfSwing_g05_c05: 0.5816856149758678
v_GolfSwing_g05_c06: 0.5665923030755948
v_GolfSwing_g05_c07: 0.34785960472072475
v_GolfSwing_g06_c01: 0.02790313724835869
v_GolfSwing_g06_c02: 0.6845082244544756
v_GolfSwing_g06_c03: 0.7799960949632805
v_GolfSwing_g06_c04: 0.5412511769391131
v_GolfSwing_g07_c01: 0.7923845124605577
v_GolfSwing_g07_c02: 0.7507926036778372
v_GolfSwing_g07_c03: 0.6823427246126812
v_GolfSwing_g07_c04: 0.6630249134905171
v_GolfSwing_g07_c05: 0.418575194402365
v_HorseRiding_g01_c01: 0.8942934022561531
v_HorseRiding_g01_c02: 0.8527938785773586
v_HorseRiding_g01_c03: 0.8128857537449221
v_HorseRiding_g01_c04: 0.8832847158701043
v_HorseRiding_g01_c05: 0.8177874001485179
v_HorseRiding_g01_c06: 0.8818346359112184
v_HorseRiding_g01_c07: 0.8685214947254281
v_HorseRiding_g02_c01: 0.8837259350621025
v_HorseRiding_g02_c02: 0.8941249565032194
v_HorseRiding_g02_c03: 0.8931189190407167
v_HorseRiding_g02_c04: 0.9020848543659667
v_HorseRiding_g02_c05: 0.8595181630735169
v_HorseRiding_g02_c06: 0.8725136843786458
v_HorseRiding_g02_c07: 0.8717686314412276
v_HorseRiding_g03_c01: 0.7416517503370414
v_HorseRiding_g03_c02: 0.8035195108313928
v_HorseRiding_g03_c03: 0.7911734678127686
v_HorseRiding_g03_c04: 0.8369738736000727
v_HorseRiding_g03_c05: 0.9250425940190325
v_HorseRiding_g03_c06: 0.8624351547841798
v_HorseRiding_g03_c07: 0.8595622081120382
v_HorseRiding_g04_c01: 0.7610966366992216
v_HorseRiding_g04_c02: 0.7694452239011298
v_HorseRiding_g04_c03: 0.6656444644831936
v_HorseRiding_g04_c04: 0.8049949178748648
v_HorseRiding_g04_c05: 0.804787106513686
v_HorseRiding_g04_c06: 0.8385954126060824
v_HorseRiding_g04_c07: 0.8381447367646615
v_HorseRiding_g05_c01: 0.8313808989987592
v_HorseRiding_g05_c02: 0.9133763128702412
v_HorseRiding_g05_c03: 0.8933759950377862
v_HorseRiding_g05_c04: 0.9220333166231285
v_HorseRiding_g05_c05: 0.835315854921646
v_HorseRiding_g05_c06: 0.8588136149846832
v_HorseRiding_g05_c07: 0.8376888101265649
v_HorseRiding_g06_c01: 0.8827594660033355
v_HorseRiding_g06_c02: 0.8866904565875302
v_HorseRiding_g06_c03: 0.8869873193834792
v_HorseRiding_g06_c04: 0.8796856889312039
v_HorseRiding_g06_c05: 0.9174511241071741
v_HorseRiding_g06_c06: 0.863830741662241
v_HorseRiding_g06_c07: 0.9039070042126696
v_HorseRiding_g07_c01: 0.7985224290096085
v_HorseRiding_g07_c02: 0.7519437216033111
v_HorseRiding_g07_c03: 0.7100852664370905
v_HorseRiding_g07_c04: 0.7493545274992357
v_HorseRiding_g07_c05: 0.7886718718145858
v_HorseRiding_g07_c06: 0.7528690350518445
v_HorseRiding_g07_c07: 0.7874879622177104
v_IceDancing_g01_c01: 0.5161994935915573
v_IceDancing_g01_c02: 0.479161988987471
v_IceDancing_g01_c03: 0.6850029700872255
v_IceDancing_g01_c04: 0.7147274879243923
v_IceDancing_g01_c05: 0.7129150745895458
v_IceDancing_g01_c06: 0.6315097462356789
v_IceDancing_g01_c07: 0.5395991113473428
v_IceDancing_g02_c01: 0.6563023238413734
v_IceDancing_g02_c02: 0.5844902343087597
v_IceDancing_g02_c03: 0.5916534904827131
