Loaded /home/lzq/ExpEval/exe_res/ucf101_r2p1d_random_full.pt
v_HorseRiding_g03_c07: 0.40734512531198563
v_HorseRiding_g04_c01: 0.24791556709446014
v_HorseRiding_g04_c02: 0.24267225050367414
v_HorseRiding_g04_c03: 0.2007118582073599
v_HorseRiding_g04_c04: 0.19868319862522185
v_HorseRiding_g04_c05: 0.22184343212284147
v_HorseRiding_g04_c06: 0.2864868711773306
v_HorseRiding_g04_c07: 0.3409503256622702
v_HorseRiding_g05_c01: 0.5090423735324293
v_HorseRiding_g05_c02: 0.5697348611894995
v_HorseRiding_g05_c03: 0.5060252320114523
v_HorseRiding_g05_c04: 0.5440261929575354
v_HorseRiding_g05_c05: 0.531432115668431
v_HorseRiding_g05_c06: 0.39689673834480343
v_HorseRiding_g05_c07: 0.37224263065494595
v_HorseRiding_g06_c01: 0.4235016413871199
v_HorseRiding_g06_c02: 0.4019060542527586
v_HorseRiding_g06_c03: 0.45750200741924346
v_HorseRiding_g06_c04: 0.38456687235273423
v_HorseRiding_g06_c05: 0.36501725935377183
v_HorseRiding_g06_c06: 0.3910880800429732
v_HorseRiding_g06_c07: 0.38463813298381866
v_HorseRiding_g07_c01: 0.30467768364585934
v_HorseRiding_g07_c02: 0.2843380978051573
v_HorseRiding_g07_c03: 0.25568347894586624
v_HorseRiding_g07_c04: 0.2839214816037565
v_HorseRiding_g07_c05: 0.33399286651052534
v_HorseRiding_g07_c06: 0.34078699522651734
v_HorseRiding_g07_c07: 0.3692503088060766
v_IceDancing_g01_c01: 0.22735303131863474
v_IceDancing_g01_c02: 0.19560485063120722
v_IceDancing_g01_c03: 0.18768127737566828
v_IceDancing_g01_c04: 0.2714055967144668
v_IceDancing_g01_c05: 0.234181228261441
v_IceDancing_g01_c06: 0.24392302839085458
v_IceDancing_g01_c07: 0.1606849360279739
v_IceDancing_g02_c01: 0.19119938937947153
v_IceDancing_g02_c02: 0.21410263804718851
v_IceDancing_g02_c03: 0.20378371534869075
v_IceDancing_g02_c04: 0.2134023949317634
v_IceDancing_g02_c05: 0.14350224642083048
v_IceDancing_g02_c06: 0.21223513571545483
v_IceDancing_g02_c07: 0.2182122793607414
v_IceDancing_g03_c01: 0.16711141703650356
v_IceDancing_g03_c02: 0.20313030926510692
v_IceDancing_g03_c03: 0.2020307302288711
v_IceDancing_g03_c04: 0.2525746661238372
v_IceDancing_g03_c05: 0.2716436385922134
v_IceDancing_g03_c06: 0.33360149858519433
v_IceDancing_g04_c01: 0.21732989994809032
v_IceDancing_g04_c02: 0.19111086903139948
v_IceDancing_g04_c03: 0.21894644198939203
v_IceDancing_g04_c04: 0.23281046299263836
v_IceDancing_g04_c05: 0.02869268724694848
v_IceDancing_g04_c06: 0.21336533991619944
v_IceDancing_g04_c07: 0.2852669542841613
v_IceDancing_g05_c01: 0.24858725694939493
v_IceDancing_g05_c02: 0.2017797708325088
v_IceDancing_g05_c03: 0.2934015267901123
v_IceDancing_g05_c04: 0.27030028311535714
v_IceDancing_g05_c05: 0.33768308935686947
v_IceDancing_g05_c06: 0.27266916451975703
v_IceDancing_g06_c01: 0.24109608439728616
v_IceDancing_g06_c02: 0.21127988843247295
v_IceDancing_g06_c03: 0.21368915854021908
v_IceDancing_g06_c04: 0.1888197952322662
v_IceDancing_g06_c05: 0.22032215921208262
v_IceDancing_g06_c06: 0.15377655206248164
v_IceDancing_g07_c01: 0.23994884936138988
v_IceDancing_g07_c02: 0.2399248799495399
v_IceDancing_g07_c03: 0.2027821144275367
v_IceDancing_g07_c04: 0.2355324479751289
v_IceDancing_g07_c05: 0.2092234885506332
v_IceDancing_g07_c06: 0.19984049109742044
v_IceDancing_g07_c07: 0.23542256055399777
v_LongJump_g01_c01: 0.3266607847483829
v_LongJump_g01_c02: 0.3088646948011592
v_LongJump_g01_c03: 0.43435514357406646
v_LongJump_g01_c04: 0.437035866943188
v_LongJump_g01_c05: 0.4181313627632335
v_LongJump_g01_c06: 0.34926548149902376
v_LongJump_g01_c07: 0.4149336677463725
v_LongJump_g02_c01: 0.5481548034818843
v_LongJump_g02_c02: 0.6314570381911472
