Loaded /home/lzq/ExpEval/exe_res/ucf101_r2p1d_blur_ig_full_test.pt
v_IceDancing_g05_c06: 0.6445796205225633
v_IceDancing_g06_c01: 0.6829118257883238
v_IceDancing_g06_c02: 0.5698336483474122
v_IceDancing_g06_c03: 0.6682018998108106
v_IceDancing_g06_c04: 0.6563793792884098
v_IceDancing_g06_c05: 0.5716689368273364
v_IceDancing_g06_c06: 0.3096466525021242
v_IceDancing_g07_c01: 0.7080482134624617
v_IceDancing_g07_c02: 0.7010323337308364
v_IceDancing_g07_c03: 0.719020499571343
v_IceDancing_g07_c04: 0.5197984925034689
v_IceDancing_g07_c05: 0.5882893360249
v_IceDancing_g07_c06: 0.5523107065382646
v_IceDancing_g07_c07: 0.6018859336181777
v_LongJump_g01_c01: 0.8198578776446084
v_LongJump_g01_c02: 0.8855839124535123
v_LongJump_g01_c03: 0.8755993044123898
v_LongJump_g01_c04: 0.8749948381100694
v_LongJump_g01_c05: 0.9061099071641365
v_LongJump_g01_c06: 0.8760073720131913
v_LongJump_g01_c07: 0.890674924443374
v_LongJump_g02_c01: 0.8812299698711286
v_LongJump_g02_c02: 0.8954947271504352
v_LongJump_g02_c03: 0.9089946420517663
v_LongJump_g02_c04: 0.9041109133631835
v_LongJump_g02_c05: 0.9211901626204053
v_LongJump_g03_c01: 0.5436851556532929
v_LongJump_g03_c02: 0.6804368949615309
v_LongJump_g03_c03: 0.5035289732859383
v_LongJump_g03_c04: 0.5984111758534709
v_LongJump_g03_c05: 0.6790375390210102
v_LongJump_g03_c06: 0.6963881700885395
v_LongJump_g04_c01: 0.8099102989890525
v_LongJump_g04_c02: 0.8117895614941517
v_LongJump_g04_c03: 0.8396143579975615
v_LongJump_g04_c04: 0.7807235715099523
v_LongJump_g04_c05: 0.7886673353732476
v_LongJump_g04_c06: 0.8059352272775868
v_LongJump_g04_c07: 0.8506132936690847
v_LongJump_g05_c01: 0.1619850847437192
v_LongJump_g05_c02: 0.420388469554382
v_LongJump_g05_c03: 0.2588928462591866
v_LongJump_g05_c04: 0.6590441839889536
v_LongJump_g05_c05: 0.6174421342675487
v_LongJump_g06_c01: 0.34429034924869484
v_LongJump_g06_c02: 0.5225900357709179
v_LongJump_g06_c03: 0.3411521417674521
v_LongJump_g06_c04: 0.5278731817033986
v_LongJump_g07_c01: 0.6362343968012283
v_LongJump_g07_c02: 0.8955717130684206
v_LongJump_g07_c03: 0.448776474886472
v_LongJump_g07_c05: 0.7698339598373423
v_PoleVault_g01_c01: 0.6812588452958153
v_PoleVault_g01_c02: 0.7134627284613089
v_PoleVault_g01_c03: 0.7049620416146354
v_PoleVault_g01_c04: 0.721955571010767
v_PoleVault_g01_c05: 0.6969641178511665
v_PoleVault_g02_c01: 0.7339176299647079
v_PoleVault_g02_c02: 0.6695412547924207
v_PoleVault_g02_c03: 0.5797315411400632
v_PoleVault_g02_c04: 0.6061058562845574
v_PoleVault_g02_c05: 0.5246927562766359
v_PoleVault_g02_c06: 0.7109399390537874
v_PoleVault_g02_c07: 0.6859311006628559
v_PoleVault_g03_c01: 0.6390296373647288
v_PoleVault_g03_c02: 0.6422699367758469
v_PoleVault_g03_c03: 0.5596351476051495
v_PoleVault_g03_c04: 0.58475630722387
v_PoleVault_g03_c05: 0.6618000989910797
v_PoleVault_g03_c06: 0.6608205977026955
v_PoleVault_g03_c07: 0.755182023080124
v_PoleVault_g04_c01: 0.409147703940107
v_PoleVault_g04_c02: 0.5933736620136187
v_PoleVault_g04_c03: 0.7776633977555321
v_PoleVault_g04_c04: 0.7505594267640845
v_PoleVault_g04_c05: 0.6411283234265284
v_PoleVault_g04_c06: 0.818461529132037
v_PoleVault_g04_c07: 0.7024351990912692
v_PoleVault_g05_c01: 0.8441045798026607
v_PoleVault_g05_c02: 0.8512872517239884
v_PoleVault_g05_c03: 0.8145681702662841
v_PoleVault_g05_c04: 0.8044861058369861
v_PoleVault_g05_c05: 0.8591166293845163
v_PoleVault_g06_c01: 0.8124897383750067
v_PoleVault_g06_c02: 0.7720134208575473
v_PoleVault_g06_c03: 0.7340033386499272
v_PoleVault_g06_c04: 0.7020309438594268
v_PoleVault_g06_c05: 0.7457784364596591
v_PoleVault_g07_c01: 0.868300581270887
v_PoleVault_g07_c02: 0.5840627587531344
v_PoleVault_g07_c03: 0.7328559888192103
