Loaded /home/acb11711tx/lzq/ExpEval/exe_res/epic_r50l_perturb_full_core8_summed.pt
P01_18_3324-hang-cloth: 0.781196497692008
P01_18_3454-take-lid: 0.8913645406432806
P01_18_3469-turn-on-tap: 0.7199173757632025
P01_18_3548-open-drawer: 0.8284132569096982
P01_18_3688-take-sponge: 0.6674235686820111
P01_19_3910-rinse-glass: 0.13300472664206753
P01_19_3913-rinse-knife: 0.0043909662173859006
P01_19_3950-rinse-sponge: 0.15557915909062103
P01_19_3973-rinse-cloth: 0.6763006472813231
P01_19_3976-rinse-cloth: 0.09978443794011582
P01_19_3986-hang-cloth: 0.8992981995309037
P02_01_4005-open-cupboard: 0.7323164310218999
P02_01_4033-put-spoon: 0.31481522159447195
P02_02_4107-wash-knife: 0.35556773132429953
P02_02_4111-wash-spoon: 0.9640354489747551
P02_02_4113-wash-spoon: 0.9143128177456674
P02_03_4188-put-lid: 0.0026694739347590257
P02_03_4202-close-cupboard: 0.01033046355814804
