Loaded /home/acb11711tx/lzq/ExpEval/exe_res/epic_r2p1d_perturb_full_core8_summed.pt
P01_01_246-put-down-spatula: 0.8956697834346414
P01_01_254-put-down-spoon: 0.7862717711577716
P01_01_255-open-cupboard: 0.7611704817682039
P01_01_305-take-spatula: 0.9180397733271093
P01_01_324-wash-pan: 0.8980032038380159
P01_01_49-take-spatula: 0.0364073419750639
P01_01_76-take-onion: 0.9342697366810171
P01_02_338-rinse-sponge: 0.0007783520280213452
P01_02_387-rinse-spoon: 0.03426738514463068
P01_02_417-rinse-fork: 0.008299443090436398
P01_02_421-rinse-plate: 0.9287862456403673
P01_03_489-move-bottle: 0.02446856148162624
P01_03_493-open-cupboard: 0.7590281234297436
P01_05_562-take-plate: 0.7277209227904677
P01_05_628-peel-potato: 0.7369921767676715
P01_05_629-put-down-potato: 0.26880432697362266
P01_05_743-open-drawer: 0.7907589577807812
P01_06_830-wash-fork: 0.0005784661875622987
P01_06_896-rinse-knife: 0.4591467562058824
P01_06_921-rinse-cloth: 0.1523371156945359
P01_07_955-open-cupboard: 0.8141866652003955
P01_09_1034-put-down-potato: 0.0028953552682651207
P01_09_1170-wash-spatula: 0.8078145924646378
P01_09_1180-rinse-spatula: 0.8288171018630237
P01_09_1229-pour-potato: 0.07375558002968319
P01_09_1528-open-drawer: 0.5588475732802181
P01_09_1551-take-potato: 0.2021830132289324
P01_09_1678-open-fridge: 0.4600974922432215
P01_09_1743-open-fridge: 0.6064374181805761
P01_09_1859-take-plate: 0.8551649707369506
P01_16_2820-put-glass: 0.11308051325841006
P01_16_2866-close-cupboard: 0.9579089581675362
P01_17_2886-open-cupboard: 0.7895639408088755
P01_17_3150-rinse-cloth: 0.2106135581707349
P01_18_3170-open-fridge: 0.6773858969463618
P01_18_3324-hang-cloth: 0.17493684074725024
P01_18_3454-take-lid: 0.9746923549537314
P01_18_3469-turn-on-tap: 0.6449228149140254
P01_18_3548-open-drawer: 0.8794384404754965
P01_18_3688-take-sponge: 0.06520837550488068
P01_19_3910-rinse-glass: 0.4339035942393821
P01_19_3913-rinse-knife: 0.0599522239426733
P01_19_3950-rinse-sponge: 0.2219046893515042
P01_19_3973-rinse-cloth: 0.5561368867929559
P01_19_3976-rinse-cloth: 0.45726796190137975
P01_19_3986-hang-cloth: 0.860005645750789
P02_01_4005-open-cupboard: 0.3817953897814732
P02_01_4033-put-spoon: 0.2873992502318288
P02_02_4107-wash-knife: 0.6811534673834103
P02_02_4111-wash-spoon: 0.6951102879575046
P02_02_4113-wash-spoon: 0.9199481305877271
