Loaded /home/lzq/ExpEval/exe_res/epic_r2p1d_random_full.pt
P22_09_26061-lather-bowl: 0.0025621560018043964
P22_09_26136-rinse-cloth: 0.097667938452214
P22_10_26287-rinse-bowl: 0.2600719174963888
P22_10_26318-pick-up-spoon: 0.1946396030881442
P22_10_26319-lather-spoon: 0.4022912493115291
P22_10_26340-pick-up-bowl: 0.3257402128202375
P22_10_26426-lather-glass: 0.7447090640291572
P22_10_26508-empty-bottle: 0.0013761020462129637
P22_10_26511-empty-bottle: 0.0037648471631109713
P22_11_26606-place-glass: 0.5698987841233611
P22_11_26644-put-down-bowl: 0.2400591165048536
P22_11_26763-rinse-glass: 0.506538865755374
P22_12_26841-open-drawer: 0.2583686478622258
P22_12_26959-put-plate: 0.38911511044949293
P22_13_27105-open-tap: 0.2564176040887833
P22_13_27110-rinse-sponge: 0.01028782045468688
P22_13_27135-rinse-sponge: 0.05917340023443103
P22_13_27154-rinse-knife: 0.2802426943741739
P22_13_27218-wash-cloth: 0.010348144751042128
P22_14_27373-open-drawer: 0.26677712993696334
P22_14_27404-open-tap: 0.0343351411819458
P22_14_27451-put-down-bowl: 0.18907652886933646
P22_14_27458-lather-knife: 0.0064336246810853485
P22_14_27459-rinse-knife: 0.04379753539338708
P22_14_27462-put-down-spatula: 0.00011608697330757423
P22_15_27640-put-down-plate: 0.31918192487210034
P22_15_27737-close-tap: 0.00293979483518342
P22_16_27934-put-down-cloth: 0.19734835205599666
P22_16_28015-cut-onion: 0.29351145174354315
P22_16_28020-peel-onion: 0.1437034633383155
P22_16_28022-peel-onion: 0.2698962905630469
P22_16_28038-slice-onion: 0.2584267249330878
P22_16_28319-move-cloth: 0.13619087873026728
P22_16_28320-pick-up-cloth: 0.09616244105622172
P22_16_28411-open-drawer: 0.36643801318481567
P22_17_28425-move-bowl: 0.06434633018798194
P22_17_28449-lather-fork: 0.023065210469067097
P22_17_28547-put-down-pan: 0.002825981550849974
P22_17_28573-open-tap: 0.002403975643070453
P22_17_28584-lather-fork: 0.08056802157312631
P22_17_28642-fill-bottle: 0.004965446088463068
P22_17_28649-rinse-bottle: 0.1320090687274933
P22_17_28658-rinse-sponge: 0.0008427928388118744
P22_17_28740-pick-up-plate: 0.4658798674866557
P22_17_28854-put-down-glass: 0.5058681803569197
P22_17_28855-put-down-glass: 0.43188536163419483
P22_17_28870-put-down-plate: 0.03454890143126249
P22_17_28903-dry-knife: 0.4343846312724054
P23_02_29082-wash-plate: 0.42263936799019575
P23_02_29125-open-fridge: 0.0978847278188914
P23_02_29204-close-tap: 0.013205045163631439
P23_04_29364-clean-bowl: 0.04827220978564583
P24_01_29576-grab-cloth: 0.1668563154153526
P24_02_29640-open-fridge: 0.0579215372633189
P24_02_29661-close-fridge: 0.07244537930004298
P24_02_29710-turn-meat: 0.3044771498255432
P24_02_29718-cut-meat: 0.3000462567619979
P24_02_29727-take-meat: 0.16018894894048571
