Loaded /home/lzq/ExpEval/exe_res/epic_r2p1d_g_full.pt
P24_04_29996-lather-knife: 0.8995033694979022
P24_05_30046-pick-up-lid: 0.5509672286719376
P24_05_30062-put-down-plate: 0.5654568863740447
P24_05_30105-move-pot: 0.03748382290496546
P24_05_30194-lift-lid: 0.4581506625377098
P24_05_30195-put-down-lid: 0.0009530128857209895
P24_05_30226-rinse-knife: 0.04436616096280369
P24_05_30256-put-glass: 0.7191004615350097
P24_06_30353-grab-spoon: 0.45988269654632197
P24_06_30384-rinse-sponge: 0.0019685103704093717
P24_06_30417-rinse-fork: 0.0498545466392648
P24_06_30419-rinse-fork: 0.48386347340602504
P24_07_30534-pick-up-cloth: 0.06639449754364643
P24_07_30551-put-down-fork: 0.04567661548937537
P24_07_30569-turn-meat: 0.004772030224329701
P24_08_30653-pick-up-pot: 0.006861481794576143
P24_08_30656-put-pot: 0.696734718949187
P24_08_30692-cut-onion: 0.8304461139573843
P24_08_30777-pick-up-lid: 0.4967111102058826
P24_08_30836-take-bottle: 0.4736447488231694
P24_08_30897-pick-up-lid: 0.020547701848451706
P24_08_30965-open-tap: 0.0016577733070281444
P25_02_31371-pick-up-pot: 0.02028613174516781
P25_02_31387-put-down-lid: 0.0001445941144922358
P25_02_31397-turn-tap: 0.2672879161057519
P25_02_31398-turn-tap: 0.12652727095547187
P25_05_31483-put-down-pan: 0.10921084172293252
P25_05_31499-close-tap: 0.14969986817050798
P25_05_31558-open-cupboard: 0.078328545665478
P25_05_31564-put-down-fork: 0.03913890181803236
P25_05_31574-pick-up-spoon: 0.0035971472238409607
P25_12_31949-open-drawer: 0.07964531342480696
P26_02_32021-put-down-fork: 0.13010798099578597
P26_02_32022-open-fridge: 0.11431221114654166
P26_02_32061-put-down-fork: 0.10379585873554735
P26_03_32116-lather-pan: 0.01926461635157466
P26_03_32126-rinse-glass: 0.4688428483757318
P26_03_32127-soap-glass: 0.6211476264046688
P26_04_32152-put-lid: 0.21409671754740617
P26_06_32189-close-lid: 0.37126186838117886
P26_08_32201-put-down-spoon: 0.3389559928136056
P26_09_32220-pick-up-pot: 0.3915306079183139
P26_09_32221-put-down-pot: 0.13923643552789502
P26_09_32230-pick-up-pot: 0.027718588605742243
P26_10_32236-pick-up-pot: 0.0009136076833979757
P26_10_32241-put-pot: 0.0007513685658683671
P26_10_32247-open-fridge: 0.0827235576459298
P26_12_32292-close-lid: 0.4406760350935727
P26_13_32297-open-lid: 0.28946879824952165
P26_13_32317-put-down-spoon: 0.2006857822589832
P26_13_32319-put-lid: 0.11519880876922067
P26_17_32347-take-spoon: 0.04441273117931012
P26_17_32353-put-down-plate: 0.28881497144991275
P26_18_32372-take-plate: 0.035573053695991924
P26_19_32404-pick-up-pot: 0.0009964438254018223
P26_19_32434-put-down-glass: 0.09908069348802753
P26_19_32490-pick-up-pot: 0.23804513468662752
P26_19_32492-put-pot: 0.31992198296767826
P26_21_32505-close-cupboard: 0.17763306297288806
P26_28_32674-grab-fork: 0.013438310460903677
P26_29_32690-put-lid: 0.3258387436368959
P27_01_32893-pick-up-fork: 0.013594057231995405
P27_04_33002-place-sponge: 0.0029862260573781003
P27_06_33144-pick-up-spoon: 0.6362474826694119
P27_06_33145-pick-up-fork: 0.02412038539335424
P27_07_33177-take-cloth: 0.02174143945614524
P27_07_33257-turn-on-tap: 0.527280490312214
P28_01_33343-put-down-pan: 0.6988991538500962
P28_02_33398-put-down-spatula: 0.005277532656841419
P28_02_33400-wash-knife: 0.842213293648891
P28_02_33474-turn-on-tap: 0.5936459965529103
P28_02_33479-turn-on-tap: 0.7341713502418761
P28_02_33489-turn-on-tap: 0.04466453947619919
P28_03_33614-peel-potato: 0.4320438168504659
P28_03_33621-turn-off-tap: 0.004926512680728646
P28_04_33682-cut-potato: 0.36135978715713407
P28_05_33779-put-down-knife: 0.24315057020068315
P28_06_33862-take-knife: 0.4450670086431737
P28_06_33958-take-spoon: 0.07116487180293703
P28_08_34040-wash-knife: 0.6529961868481455
P28_09_34091-open-fridge: 0.3331294486372202
P28_09_34141-turn-on-tap: 0.7094487134202877
P28_13_34301-put-pan: 0.7509712568246851
P28_14_34393-put-down-sponge: 0.38480322562596375
P28_14_34394-turn-on-tap: 0.33572371398993567
P28_14_34396-turn-off-tap: 0.3895546107662513
P29_01_34867-chop-onion: 0.8075963113712622
P29_01_34868-chop-onion: 0.8811605081619586
P29_01_34877-chop-onion: 0.8118544587746774
P29_01_34902-chop-onion: 0.8393361947900962
P29_02_35181-move-fork: 0.03409390500655361
P29_02_35206-open-drawer: 0.3312111939376622
P29_03_35254-put-down-glass: 0.7347568550530602
P29_03_35265-close-cupboard: 0.010327545429269473
P29_03_35296-move-pan: 0.1391887779457166
P29_03_35335-pick-up-spatula: 0.009015650228099605
P29_03_35355-pick-up-fork: 0.173318803544138
P29_03_35439-pick-up-bowl: 0.27598599319200157
P29_03_35461-rinse-bowl: 0.04674089534171656
P29_03_35497-scour-knife: 0.017718515986537873
P29_03_35528-pick-up-plate: 0.3130865734216629
P29_03_35562-scour-spatula: 0.0735710461223361
P29_03_35564-scour-spatula: 0.04967639338620025
P29_03_35632-pick-up-bowl: 0.036106857455646
P29_04_35774-open-fridge: 0.1915863861384637
P30_03_36639-clean-knife: 0.281557042173603
P30_04_36678-take-fork: 0.010684087258927963
P30_05_36874-put-onion: 0.6504747779546853
P30_05_36904-chop-onion: 0.8574716781119944
P30_05_36922-chop-onion: 0.894878200220638
P30_05_37020-open-cupboard: 0.12959712120686093
P30_05_37240-open-cupboard: 0.11181935420734625
P30_05_37272-wash-spoon: 0.018574064994041406
P30_05_37511-take-plate: 0.11759150902941531
P30_05_37535-empty-bottle: 0.14971055571975952
P30_06_37605-dry-fork: 0.04398408239963008
P30_06_37668-rinse-plate: 0.6879285133498556
P30_06_37674-rinse-bowl: 0.525463161372817
P30_10_38341-take-spoon: 0.1947705225083137
P30_10_38504-rinse-fork: 0.010182372658399639
P30_10_38535-take-spoon: 0.270403344858456
P30_10_38579-rinse-sponge: 0.0014041742191229964
P30_11_38596-rinse-plate: 0.7557735539315378
P30_11_38661-wash-spoon: 0.33797026224726556
P30_11_38673-rise-sponge: 0.002132389600406967
P31_01_38722-take-glass: 0.6386052211125691
P31_08_38926-open-fridge: 0.03439064560430672
P31_08_38943-open-fridge: 0.14382885022855857
Average: 0.0/0.262513664936113
Loaded /home/lzq/ExpEval/exe_res/epic_r2p1d_ig_full.pt
P01_01_11-close-fridge: 0.25074650213195415
P01_01_227-take-glass: 0.9226245440104428
P01_01_246-put-down-spatula: 0.03629624129680451
P01_01_254-put-down-spoon: 0.6710153147304321
P01_01_255-open-cupboard: 0.45499800843935384
P01_01_305-take-spatula: 0.05790318441577256
P01_01_324-wash-pan: 0.45173281580209734
P01_01_49-take-spatula: 0.014099114896802633
P01_01_76-take-onion: 0.9202424876072316
